177,68.1,40.7,95057
178,68.1,41.0,95057
179,68.1,41.2,95054
180,68.1,42.0,95056
181,68.1,46.2,95055
182,68.0,50.4,95056
183,68.0,54.0,95057
184,67.9,56.8,95056
185,67.9,59.1,95057
186,67.9,60.8,95056
187,67.8,62.0,95057
188,67.8,63.0,95050
189,67.7,63.8,95045
190,67.7,64.4,95062
191,67.6,64.8,95057
192,67.5,65.1,95061
193,67.5,65.4,95055
194,67.4,65.5,95055
195,67.4,65.7,95054
196,67.3,65.8,95053
197,67.3,65.8,95054
198,67.2,65.9,95058
199,67.2,65.9,95054
200,67.1,65.9,95057
201,67.1,65.9,95055
202,67.0,65.9,95054
203,67.0,65.9,95054
204,66.9,65.9,95055
205,66.9,65.8,95051
206,66.8,65.7,95055
207,66.8,65.7,95056
208,66.7,65.6,95053
209,66.7,65.5,95056
210,66.6,65.5,95051
211,66.6,65.5,95052
212,66.5,65.4,95056
213,66.5,65.4,95054
214,66.4,65.3,95055
215,66.4,65.2,95054
216,66.4,65.2,95052
217,66.4,65.1,95055
218,66.3,65.1,95055
219,66.3,65.0,95053
220,66.3,65.0,95054
221,66.2,65.0,95051
222,66.2,65.1,95054
223,66.1,65.1,95050
224,66.1,65.1,95055
225,66.1,65.1,95054
226,66.0,65.1,95055
227,66.0,65.1,95054
228,65.9,65.1,95054
229,65.9,65.1,95053
230,65.9,65.1,95052
231,65.8,65.1,95053
232,65.8,65.0,95056
233,65.8,65.0,95050
234,65.7,65.0,95055
235,65.7,65.0,95055
236,65.6,64.9,95055
237,65.6,64.9,95058
238,65.5,64.9,95054
239,65.5,64.9,95051
240,65.5,64.9,95055
241,65.4,64.8,95056
242,65.4,64.8,95055
243,65.3,64.7,95054
244,65.3,64.7,95051
245,65.3,64.7,95054
246,65.2,64.6,95052
247,65.2,64.5,95056
248,65.2,64.4,95053
249,65.1,64.4,95052
250,65.1,64.3,95050
251,65.1,64.2,95054
252,65.0,64.1,95053
253,65.0,64.0,95055
254,64.9,63.9,95052
255,64.9,63.8,95054
256,64.9,63.8,95051
257,64.8,63.7,95053
258,64.8,63.7,95055
259,64.7,63.6,95056
260,64.7,63.6,95057
261,64.7,63.6,95052
262,64.7,63.6,95055
263,64.7,63.5,95053
264,64.6,63.6,95054
265,64.5,63.6,95056
266,64.5,63.6,95051
267,64.4,63.6,95051
268,64.4,63.6,95054
269,64.3,63.6,95056
270,64.3,63.6,95054
271,64.2,63.5,95055
272,64.2,63.5,95052
273,64.2,63.4,95054
274,64.1,63.4,95054
275,64.1,63.4,95057
276,64.1,63.3,95057
277,64.0,63.3,95054
278,64.0,63.3,95054
279,64.0,63.3,95056
280,63.9,63.2,95054
281,63.9,63.2,95055
282,63.9,63.1,95053
283,63.8,63.1,95053
284,63.8,63.1,95056
285,63.8,63.0,95056
286,63.8,63.0,95057
287,63.7,63.0,95056
288,63.6,62.6,95056
289,62.6,60.8,95053
290,61.0,58.6,95056
291,59.2,56.5,95055
292,57.5,54.7,95055
293,55.8,53.2,95055
294,54.4,51.9,95056
295,53.1,50.7,95055
296,52.0,49.8,95052
297,51.0,48.9,95054
298,50.2,48.1,95053
299,49.4,47.4,95050
300,48.7,46.8,95053
301,48.1,46.2,95055
302,47.5,45.7,95053
303,47.0,45.2,95054
304,46.4,44.7,95053
305,45.9,44.3,95053
306,45.4,43.8,95055
307,44.9,43.3,95057
308,44.4,42.9,95055
309,44.0,42.5,95054
310,43.5,42.0,95055
311,43.1,41.6,95054
312,42.7,41.2,95054
313,42.2,40.8,95058
314,41.8,40.5,95053
315,41.5,40.1,95056
316,41.1,39.8,95055
317,40.8,39.4,95056
318,40.4,39.1,95057
319,40.1,38.8,95057
320,39.8,38.5,95057
321,39.4,38.2,95055
322,39.1,37.9,95056
323,38.8,37.7,95054
324,38.6,37.4,95059
325,38.3,37.1,95055
326,38.0,36.9,95059
327,37.8,36.7,95054
328,37.5,36.4,95054
329,37.3,36.2,95057
330,37.0,36.0,95059
331,36.8,35.8,95058
332,36.6,35.6,95055
333,36.3,35.4,95052
334,36.1,35.2,95051
335,35.9,35.0,95054
336,35.7,34.8,95054
337,35.5,34.6,95053
338,35.3,34.4,95052
339,35.1,34.2,95051
340,34.9,34.1,95053
341,34.7,33.9,95052
342,34.6,33.7,95054
343,34.4,33.6,95049
344,34.2,33.4,95053
345,34.0,33.2,95055
346,33.9,33.1,95057
347,33.7,32.9,95051
348,33.5,32.8,95051
349,33.4,32.6,95052
350,33.2,32.5,95054
351,33.0,32.3,95053
352,32.9,32.2,95054
353,32.8,32.1,95053
354,32.6,32.0,95053
355,32.5,31.9,95055
356,32.4,31.8,95052
357,32.3,31.7,95054
358,32.1,31.6,95053
359,32.0,31.5,95051
360,31.9,31.4,95050
361,31.8,31.3,95053
362,31.7,31.2,95052
363,31.6,31.1,95051
364,31.5,31.0,95052
365,31.4,30.9,95053
366,31.3,30.8,95053
367,31.2,30.7,95050
368,31.1,30.7,95051
369,31.0,30.6,95049
370,30.9,30.5,95051
371,30.8,30.5,95048
372,30.7,30.4,95050
373,30.7,30.3,95052
374,30.6,30.3,95052
375,30.5,30.2,95049
376,30.4,30.1,95050
377,30.3,30.1,95051
378,30.3,30.0,95052
379,30.2,29.9,95052
380,30.1,29.8,95053
381,30.0,29.8,95052
382,30.0,29.7,95053
383,29.9,29.6,95051
384,29.8,29.6,95053
385,29.8,29.5,95048
386,29.7,29.5,95051
387,29.6,29.4,95049
388,29.6,29.3,95050
389,29.5,29.3,95053
390,29.5,29.2,95050
391,29.4,29.2,95053
392,29.3,29.1,95051
393,29.3,29.1,95046
394,29.2,29.0,95048
395,29.2,29.0,95047
396,29.1,28.9,95050
397,29.0,28.9,95050
398,29.0,28.8,95048
399,29.0,28.8,95051
400,28.9,28.7,95050
401,28.9,28.7,95051
402,28.8,28.7,95050
403,28.8,28.6,95047
404,28.8,28.6,95048
405,28.7,28.6,95050
406,28.7,28.5,95051
407,28.6,28.5,95052
408,28.6,28.5,95049
409,28.6,28.4,95049
410,28.5,28.4,95048
411,28.5,28.3,95044
412,28.5,28.3,95051
413,28.4,28.3,95052
414,28.4,28.2,95049
415,28.4,28.2,95048
416,28.3,28.2,95051
417,28.3,28.2,95048
418,28.3,28.1,95048
419,28.2,28.1,95052
420,28.2,28.1,95049
421,28.2,28.0,95047
422,28.2,28.0,95051
423,28.2,28.0,95052
424,28.1,28.0,95051
425,28.1,27.9,95049
426,28.1,27.9,95050
427,28.1,27.9,95049
428,28.1,27.9,95051
429,28.0,27.9,95048
430,28.0,27.8,95051
431,28.0,27.8,95048
432,28.0,27.8,95052
433,28.0,27.8,95050
434,28.0,27.8,95049
435,27.9,27.8,95050
436,27.9,27.7,95050
437,27.9,27.7,95049
438,27.9,27.7,95051
439,27.9,27.7,95052
440,27.9,27.7,95051
441,27.8,27.7,95049
442,27.8,27.7,95049
443,27.8,27.6,95050
444,27.8,27.6,95050
445,27.8,27.6,95050
446,27.8,27.6,95051
447,27.8,27.6,95053
448,27.7,27.6,95049
449,27.7,27.6,95038
450,27.7,27.5,95019
451,27.7,27.5,95027
452,27.6,27.5,94984
453,27.7,27.5,95029
454,27.6,27.5,95022
455,27.6,27.5,95038
456,27.6,27.5,95042
457,27.6,27.5,95047
458,27.6,27.4,95046
459,27.6,27.4,95048
460,27.6,27.4,95031
461,27.6,27.4,95040
462,27.6,27.4,95040
463,27.6,27.4,95048
464,27.5,27.3,95051
465,27.5,27.3,95054
466,27.5,27.3,95050
467,27.5,27.3,95055
468,27.5,27.3,95056
469,27.5,27.3,95058
470,27.5,27.2,95061
471,27.5,27.2,95058
472,27.5,27.2,95058
473,27.4,27.2,95062
474,27.4,27.2,95065
475,27.4,27.2,95060
476,27.4,27.2,95067
477,27.4,27.2,95069
478,27.4,27.2,95072
479,27.4,27.2,95072
480,27.4,27.1,95061
481,27.4,27.1,95066
482,27.3,27.1,95060
483,27.3,27.1,95068
484,27.3,27.1,95066
485,27.3,27.1,95055
486,27.3,27.1,95064
487,27.3,27.0,95049
488,27.3,27.0,95052
489,27.3,27.0,95058
490,27.3,27.0,95046
491,27.3,27.0,95053
492,27.3,27.0,95064
493,27.3,27.0,95067
494,27.2,27.1,95070
495,27.2,27.1,95070
496,27.2,27.1,95071
497,27.2,27.2,95070
498,27.2,27.2,95065
499,27.2,27.2,95069
500,27.2,27.2,95070
501,27.2,27.2,95069
502,27.2,27.2,95069
503,27.2,27.2,95069
504,27.2,27.2,95069
505,27.2,27.2,95068
506,27.2,27.2,95067
507,27.2,27.2,95070
508,27.2,27.2,95069
509,27.2,27.1,95069
510,27.2,27.1,95070
511,27.2,27.1,95072
512,27.2,27.1,95069
513,27.2,27.1,95069
514,27.2,27.1,95069
515,27.2,27.1,95068
516,27.2,27.1,95074
517,27.2,27.1,95072
518,27.2,27.1,95072
519,27.2,27.1,95070
520,27.2,27.1,95071
521,27.2,27.1,95070
522,27.2,27.1,95073
523,27.2,27.1,95069
524,27.2,27.1,95068
525,27.2,27.1,95070
526,27.2,27.1,95071
527,27.2,27.0,95069
528,27.2,27.0,95072
529,27.2,27.0,95071
530,27.2,27.0,95074
531,27.2,27.0,95069
532,27.2,27.0,95067
533,27.2,27.0,95072
534,27.2,27.0,95074
535,27.2,27.0,95073
536,27.2,27.0,95069
537,27.2,27.0,95072
538,27.2,27.0,95070
539,27.2,27.0,95071
540,27.2,27.0,95072
541,27.2,27.0,95071
542,27.2,27.0,95071
543,27.2,27.0,95072
544,27.2,27.0,95074
545,27.2,26.9,95071
546,27.2,26.9,95070
547,27.2,26.9,95070
548,27.2,26.9,95066
549,27.2,26.9,95067
550,27.2,26.9,95072
551,27.2,26.9,95073
552,27.1,26.9,95071
553,27.1,26.9,95070
554,27.1,26.9,95070
555,27.1,26.9,95073
556,27.1,26.9,95071
557,27.1,26.9,95069
558,27.1,26.9,95070
559,27.1,26.9,95073
560,27.1,26.9,95074
561,27.1,26.9,95071
562,27.1,26.9,95071
563,27.1,26.9,95076
564,27.1,26.9,95071
565,27.1,26.9,95070
566,27.1,26.9,95074
567,27.1,26.9,95072
568,27.1,26.9,95071
569,27.1,26.9,95073
570,27.1,26.8,95073
571,27.1,26.8,95071
572,27.1,26.8,95063
573,27.1,26.8,95069
574,27.1,26.8,95069
575,27.1,26.8,95065
576,27.1,26.8,95068
577,27.1,26.8,95071
578,27.1,26.8,95071
579,27.1,26.8,95070
580,27.1,26.8,95070
581,27.1,26.8,95070
582,27.1,26.8,95071
583,27.1,26.8,95072
584,27.1,26.8,95073
585,27.1,26.8,95073
586,27.1,26.8,95073
587,27.1,26.8,95072
588,27.1,26.8,95074
589,27.1,26.8,95076
590,27.1,26.8,95073
591,27.1,26.8,95070
592,50.2,48.1,95053
593,27.1,26.8,95070
